Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,54.049999,54.340000,53.790001,54.029999,48.838650,5367700
2018-01-03,54.000000,54.770000,53.950001,54.560001,49.317741,5043800
2018-01-04,54.689999,55.520000,54.599998,54.980000,49.697384,7583600
2018-01-05,55.430000,55.500000,54.950001,55.320000,50.004719,6863200
2018-01-08,55.169998,55.529999,55.139999,55.400002,50.077034,6817400
2018-01-09,55.549999,56.270000,55.480000,55.779999,50.420509,6392100
2018-01-10,55.990002,56.700001,55.840000,56.200001,50.800163,7121800
2018-01-11,56.480000,56.740002,56.220001,56.680000,51.234043,6146900
2018-01-12,56.959999,57.119999,56.590000,56.980000,51.505219,5339800
2018-01-16,57.540001,57.689999,56.930000,57.169998,51.676960,8840200
2018-01-17,57.040001,57.040001,55.369999,56.340000,50.926704,9782100
2018-01-18,56.520000,56.810001,56.090000,56.150002,50.754967,9218100
2018-01-19,56.490002,56.520000,56.000000,56.459999,51.035187,10529300
2018-01-22,56.540001,57.259998,56.540001,57.259998,51.758312,7687200
2018-01-23,56.860001,57.480000,56.790001,57.180000,51.686001,5449700
2018-01-24,57.310001,57.939999,57.310001,57.750000,52.201233,5612700
2018-01-25,57.939999,58.160000,57.680000,57.980000,52.409126,5859400
2018-01-26,57.959999,58.110001,57.500000,58.110001,52.526642,6057600
2018-01-29,58.040001,58.500000,57.930000,57.990002,52.418175,6004000
2018-01-30,57.639999,58.090000,57.389999,57.400002,51.884869,5069000
2018-01-31,57.310001,57.650002,57.020000,57.139999,51.649834,7893000
2018-02-01,56.930000,57.459999,56.709999,57.459999,51.939091,5357600
2018-02-02,57.240002,57.799999,56.779999,56.900002,51.432911,7111300
2018-02-05,56.369999,56.919998,54.480000,54.619999,49.371967,11580900
2018-02-06,53.450001,55.299999,53.020000,54.619999,49.371967,17726400
2018-02-07,54.500000,55.680000,54.400002,54.799999,49.534672,11005300
2018-02-08,54.790001,54.790001,52.610001,52.650002,47.591255,10887500
2018-02-09,53.320000,54.080002,51.869999,53.750000,48.585567,12512500
2018-02-12,54.060001,54.570000,53.520000,53.970001,48.784424,7598600
2018-02-13,53.700001,54.360001,53.580002,54.139999,48.938091,5558100
2018-02-14,54.029999,55.400002,53.889999,55.310001,49.995674,7157700
2018-02-15,55.599998,56.040001,54.900002,55.099998,49.805859,7054600
2018-02-16,54.900002,55.919998,54.869999,55.610001,50.266846,6223500
2018-02-20,55.500000,56.060001,54.740002,54.910000,49.634102,6040000
2018-02-21,54.939999,55.820000,54.799999,55.099998,49.805859,6667500
2018-02-22,55.459999,55.590000,54.169998,54.270000,49.055603,6397900
2018-02-23,54.439999,55.509998,54.410000,55.490002,50.158382,5526600
2018-02-26,55.669998,55.849998,54.830002,55.840000,50.474754,5353900
2018-02-27,55.840000,56.099998,55.009998,55.009998,49.724495,5147400
2018-02-28,55.349998,55.639999,54.349998,54.360001,49.136948,4705800
2018-03-01,54.389999,54.580002,52.959999,53.169998,48.061291,8239900
2018-03-02,52.779999,53.509998,52.299999,53.410000,48.278225,5658900
2018-03-05,52.970001,54.139999,52.779999,53.970001,48.784424,5205900
2018-03-06,54.029999,54.240002,53.480000,54.169998,48.965206,5006500
2018-03-07,53.580002,53.970001,52.970001,53.660000,48.504208,6123500
2018-03-08,53.849998,54.049999,53.410000,53.939999,48.757309,4951500
2018-03-09,54.330002,55.369999,54.169998,55.279999,49.968555,6075500
2018-03-12,55.209999,55.509998,54.869999,55.009998,49.724495,3647700
2018-03-13,55.299999,55.400002,54.060001,54.150002,48.947132,6132800
