Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,67.165436,67.376183,67.049522,67.228661,62.073715,2085143
2018-01-03,66.933617,67.133827,66.754478,66.965225,61.830479,1130544
2018-01-04,67.102211,67.154900,66.796631,66.933617,61.801296,765084
2018-01-05,66.965225,67.070602,66.617493,66.670181,61.558052,705961
2018-01-08,66.996841,67.070602,66.722862,66.933617,61.801296,499079
2018-01-09,66.743942,67.175972,66.628029,67.102211,61.956959,192078
2018-01-10,66.743942,67.302422,66.701790,67.070602,61.927776,1114411
2018-01-11,67.186516,68.208641,67.175972,68.145416,62.920174,161615
2018-01-12,69.009483,69.220230,68.788200,69.188622,63.883389,184391
2018-01-16,70.084297,70.284508,69.620651,69.726028,64.379593,283846
2018-01-17,70.031609,70.632240,69.831398,70.358269,64.963348,580029
2018-01-18,70.442574,70.579559,70.273972,70.421494,65.021729,210488
2018-01-19,72.244469,72.297157,71.875656,72.244469,66.704918,245601
2018-01-22,71.938881,72.497368,71.833511,72.444679,66.889778,462353
2018-01-23,72.697578,72.813484,72.370918,72.602737,67.035713,115588
2018-01-24,72.781876,72.950478,71.981033,72.370918,66.821671,265720
2018-01-25,72.233932,72.286613,71.338249,71.506851,66.023865,267808
2018-01-26,71.738670,71.770287,71.380402,71.770287,66.267097,353218
2018-01-29,70.821915,71.222336,70.632240,71.074814,65.624947,225482
2018-01-30,70.663857,70.874603,70.358269,70.684929,65.264961,174901
2018-01-31,70.674393,70.895683,70.442574,70.674393,65.255241,186004
2018-02-01,70.906219,71.253952,70.790306,70.958900,65.517929,99835
2018-02-02,70.526871,70.569023,68.724976,68.777664,63.503944,100594
2018-02-05,68.018967,68.282402,65.310852,65.626976,60.594841,313360
2018-02-06,66.385666,67.639618,66.101158,67.386726,62.219658,276634
2018-02-07,67.028450,67.997894,66.849312,67.049522,61.908314,267808
2018-02-08,67.966278,67.966278,65.489990,65.511063,60.487816,229563
2018-02-09,65.995789,66.417282,64.162277,65.985245,60.925644,330916
2018-02-12,66.438354,67.154900,66.322449,66.902000,61.772102,177558
2018-02-13,67.428871,67.829292,67.112747,67.787148,62.589375,161330
2018-02-14,67.418335,68.851425,67.407799,68.735512,63.465023,156870
2018-02-15,70.189674,70.347733,69.652267,69.905167,64.544991,202896
2018-02-16,69.599579,69.957848,69.325607,69.441521,64.116898,99076
2018-02-20,66.238144,67.576393,66.238144,67.312958,62.151550,300643
2018-02-21,68.651215,69.346680,68.324554,68.377235,63.134224,160666
2018-02-22,68.408852,68.798737,68.092728,68.514229,63.260712,200524
